lat_bin,lon_bin,light_count,lat,lon
12,47,23,43.64250000000003,-79.40250000000022
13,12,23,43.64750000000003,-79.57750000000006
32,25,33,43.74250000000008,-79.51250000000012
24,21,18,43.70250000000006,-79.5325000000001
16,17,33,43.66250000000004,-79.55250000000008
35,30,15,43.757500000000086,-79.48750000000014
22,60,18,43.69250000000005,-79.33750000000028
34,71,31,43.75250000000008,-79.28250000000033
37,76,17,43.76750000000009,-79.25750000000035
38,41,35,43.77250000000009,-79.43250000000019
15,57,15,43.657500000000034,-79.35250000000026
7,53,23,43.617500000000014,-79.37250000000024
26,66,31,43.71250000000006,-79.3075000000003
27,31,35,43.717500000000065,-79.48250000000014
18,62,35,43.67250000000004,-79.32750000000028
19,27,32,43.677500000000045,-79.50250000000013
30,36,14,43.73250000000007,-79.45750000000017
42,47,37,43.7925000000001,-79.40250000000022
29,77,27,43.72750000000007,-79.25250000000035
40,86,15,43.7825000000001,-79.2075000000004
19,63,21,43.677500000000045,-79.32250000000029
20,28,23,43.68250000000005,-79.49750000000013
39,41,30,43.777500000000096,-79.43250000000019
31,37,34,43.737500000000075,-79.45250000000017
4,20,32,43.602500000000006,-79.5375000000001
32,2,19,43.74250000000008,-79.62750000000001
23,33,14,43.697500000000055,-79.47250000000015
35,7,17,43.757500000000086,-79.60250000000003
33,83,35,43.74750000000008,-79.22250000000038
34,48,40,43.75250000000008,-79.39750000000022
25,79,20,43.70750000000006,-79.24250000000036
44,92,15,43.80250000000011,-79.17750000000042
45,57,23,43.80750000000011,-79.35250000000026
37,53,20,43.76750000000009,-79.37250000000024
16,30,25,43.66250000000004,-79.48750000000014
22,73,34,43.69250000000005,-79.27250000000033
28,4,17,43.72250000000007,-79.61750000000002
15,34,29,43.657500000000034,-79.46750000000016
26,43,14,43.71250000000006,-79.4225000000002
46,58,31,43.812500000000114,-79.34750000000027
18,39,38,43.67250000000004,-79.44250000000018
36,93,31,43.76250000000009,-79.17250000000043
48,67,25,43.82250000000012,-79.30250000000031
8,31,26,43.62250000000002,-79.48250000000014
27,44,30,43.717500000000065,-79.4175000000002
19,40,29,43.677500000000045,-79.43750000000018
11,36,34,43.637500000000024,-79.45750000000017
31,14,24,43.737500000000075,-79.56750000000007
23,10,17,43.697500000000055,-79.58750000000005
40,99,36,43.7825000000001,-79.14250000000045
41,64,21,43.7875000000001,-79.3175000000003
33,60,33,43.74750000000008,-79.33750000000028
12,37,31,43.64250000000003,-79.45250000000017
44,69,25,43.80250000000011,-79.29250000000032
24,11,20,43.70250000000006,-79.58250000000005
22,50,37,43.69250000000005,-79.38750000000023
14,46,24,43.65250000000003,-79.40750000000021
34,61,27,43.75250000000008,-79.33250000000028
45,70,26,43.80750000000011,-79.28750000000032
37,66,20,43.76750000000009,-79.3075000000003
38,31,18,43.77250000000009,-79.48250000000014
15,47,37,43.657500000000034,-79.40250000000022
26,56,13,43.71250000000006,-79.35750000000026
27,21,16,43.717500000000065,-79.5325000000001
18,52,20,43.67250000000004,-79.37750000000024
19,17,17,43.677500000000045,-79.55250000000008
11,13,36,43.637500000000024,-79.57250000000006
30,26,29,43.73250000000007,-79.50750000000012
29,67,21,43.72750000000007,-79.30250000000031
21,63,36,43.68750000000005,-79.32250000000029
41,41,20,43.7875000000001,-79.43250000000019
20,18,27,43.68250000000005,-79.54750000000008
11,49,9,43.637500000000024,-79.39250000000023
12,14,31,43.64250000000003,-79.56750000000007
44,46,28,43.80250000000011,-79.40750000000021
23,23,25,43.697500000000055,-79.52250000000011
41,77,17,43.7875000000001,-79.25250000000035
33,73,28,43.74750000000008,-79.27250000000033
34,38,22,43.75250000000008,-79.44750000000018
25,69,25,43.70750000000006,-79.29250000000032
44,82,32,43.80250000000011,-79.22750000000038
43,86,33,43.797500000000106,-79.2075000000004
22,63,29,43.69250000000005,-79.32250000000029
14,59,18,43.65250000000003,-79.34250000000027
15,24,28,43.657500000000034,-79.51750000000011
7,20,30,43.617500000000014,-79.5375000000001
26,33,25,43.71250000000006,-79.47250000000015
18,29,15,43.67250000000004,-79.49250000000013
30,3,19,43.73250000000007,-79.62250000000002
36,83,25,43.76250000000009,-79.22250000000038
28,79,38,43.72250000000007,-79.24250000000036
40,53,21,43.7825000000001,-79.37250000000024
19,30,19,43.677500000000045,-79.48750000000014
11,26,17,43.637500000000024,-79.50750000000012
31,4,29,43.737500000000075,-79.61750000000002
29,80,26,43.72750000000007,-79.23750000000037
41,54,28,43.7875000000001,-79.36750000000025
33,50,50,43.74750000000008,-79.38750000000023
34,15,25,43.75250000000008,-79.56250000000007
25,46,31,43.70750000000006,-79.40750000000021
44,59,23,43.80250000000011,-79.34250000000027
39,93,19,43.777500000000096,-79.17250000000043
37,20,13,43.76750000000009,-79.5375000000001
3,27,32,43.597500000000004,-79.50250000000013
22,40,15,43.69250000000005,-79.43750000000018
14,36,16,43.65250000000003,-79.45750000000017
34,51,50,43.75250000000008,-79.38250000000023
26,10,29,43.71250000000006,-79.58750000000005
37,56,35,43.76750000000009,-79.35750000000026
38,21,13,43.77250000000009,-79.5325000000001
43,99,12,43.797500000000106,-79.14250000000045
36,60,21,43.76250000000009,-79.33750000000028
15,37,22,43.657500000000034,-79.45250000000017
47,69,23,43.817500000000116,-79.29250000000032
26,46,52,43.71250000000006,-79.40750000000021
27,11,20,43.717500000000065,-79.58250000000005
18,42,29,43.67250000000004,-79.4275000000002
30,16,24,43.73250000000007,-79.55750000000008
48,70,17,43.82250000000012,-79.28750000000032
21,53,23,43.68750000000005,-79.37250000000024
40,66,16,43.7825000000001,-79.3075000000003
33,27,15,43.74750000000008,-79.50250000000013
25,23,17,43.70750000000006,-79.52250000000011
10,43,15,43.63250000000002,-79.4225000000002
22,17,17,43.69250000000005,-79.55250000000008
14,13,29,43.65250000000003,-79.57250000000006
33,63,26,43.74750000000008,-79.32250000000029
34,28,26,43.75250000000008,-79.49750000000013
25,59,28,43.70750000000006,-79.34250000000027
37,33,19,43.76750000000009,-79.47250000000015
32,67,17,43.74250000000008,-79.30250000000031
22,53,17,43.69250000000005,-79.37250000000024
35,72,17,43.757500000000086,-79.27750000000033
14,49,82,43.65250000000003,-79.39250000000023
15,14,28,43.657500000000034,-79.56750000000007
26,23,15,43.71250000000006,-79.52250000000011
18,19,19,43.67250000000004,-79.54250000000009
17,60,27,43.66750000000004,-79.33750000000028
9,56,27,43.62750000000002,-79.35750000000026
29,34,21,43.72750000000007,-79.46750000000016
47,82,28,43.817500000000116,-79.22750000000038
40,43,26,43.7825000000001,-79.4225000000002
11,16,33,43.637500000000024,-79.55750000000008
29,70,19,43.72750000000007,-79.28750000000032
21,66,14,43.68750000000005,-79.3075000000003
41,44,25,43.7875000000001,-79.4175000000002
33,40,29,43.74750000000008,-79.43750000000018
25,36,25,43.70750000000006,-79.45750000000017
44,49,31,43.80250000000011,-79.39250000000023
39,83,26,43.777500000000096,-79.22250000000038
31,79,22,43.737500000000075,-79.24250000000036
22,30,33,43.69250000000005,-79.48750000000014
14,26,26,43.65250000000003,-79.50750000000012
32,80,20,43.74250000000008,-79.23750000000037
24,76,23,43.70250000000006,-79.25750000000035
35,85,38,43.757500000000086,-79.21250000000039
36,50,28,43.76250000000009,-79.38750000000023
28,46,26,43.72250000000007,-79.40750000000021
7,23,26,43.617500000000014,-79.52250000000011
6,27,19,43.61250000000001,-79.50250000000013
30,6,30,43.73250000000007,-79.60750000000003
28,82,32,43.72250000000007,-79.22750000000038
29,47,29,43.72750000000007,-79.40250000000022
21,43,28,43.68750000000005,-79.4225000000002
40,56,12,43.7825000000001,-79.35750000000026
33,17,14,43.74750000000008,-79.55250000000008
10,33,29,43.63250000000002,-79.47250000000015
42,102,29,43.7925000000001,-79.12750000000047
22,7,27,43.69250000000005,-79.60250000000003
34,18,22,43.75250000000008,-79.54750000000008
39,96,35,43.777500000000096,-79.15750000000044
37,23,32,43.76750000000009,-79.52250000000011
32,57,25,43.74250000000008,-79.35250000000026
24,53,30,43.70250000000006,-79.37250000000024
43,66,20,43.797500000000106,-79.3075000000003
35,62,24,43.757500000000086,-79.32750000000028
36,27,16,43.76250000000009,-79.50250000000013
18,9,19,43.67250000000004,-79.59250000000004
17,50,69,43.66750000000004,-79.38750000000023
36,63,23,43.76250000000009,-79.32250000000029
29,24,28,43.72750000000007,-79.51750000000011
47,72,16,43.817500000000116,-79.27750000000033
21,20,22,43.68750000000005,-79.5375000000001
40,33,29,43.7825000000001,-79.47250000000015
50,83,16,43.832500000000124,-79.22250000000038
42,79,21,43.7925000000001,-79.24250000000036
33,30,31,43.74750000000008,-79.48750000000014
25,26,17,43.70750000000006,-79.50750000000012
20,60,14,43.68250000000005,-79.33750000000028
39,73,27,43.777500000000096,-79.27250000000033
31,69,14,43.737500000000075,-79.29250000000032
23,65,18,43.697500000000055,-79.3125000000003
43,43,25,43.797500000000106,-79.4225000000002
22,20,20,43.69250000000005,-79.5375000000001
35,39,55,43.757500000000086,-79.44250000000018
13,57,17,43.64750000000003,-79.35250000000026
32,70,26,43.74250000000008,-79.28750000000032
24,66,19,43.70250000000006,-79.3075000000003
43,79,28,43.797500000000106,-79.24250000000036
16,62,23,43.66250000000004,-79.32750000000028
17,27,21,43.66750000000004,-79.50250000000013
35,75,19,43.757500000000086,-79.26250000000034
36,40,31,43.76250000000009,-79.43750000000018
9,23,29,43.62750000000002,-79.52250000000011
28,36,23,43.72250000000007,-79.45750000000017
6,17,17,43.61250000000001,-79.55250000000008
38,86,19,43.77250000000009,-79.2075000000004
21,33,21,43.68750000000005,-79.47250000000015
27,76,28,43.717500000000065,-79.25750000000035
33,7,19,43.74750000000008,-79.60250000000003
19,72,16,43.677500000000045,-79.27750000000033
39,50,22,43.777500000000096,-79.38750000000023
30,81,34,43.73250000000007,-79.23250000000037
31,46,15,43.737500000000075,-79.40750000000021
10,23,22,43.63250000000002,-79.52250000000011
42,92,24,43.7925000000001,-79.17750000000042
2,19,12,43.5925,-79.54250000000009
20,73,25,43.68250000000005,-79.27250000000033
39,86,27,43.777500000000096,-79.2075000000004
13,34,19,43.64750000000003,-79.46750000000016
31,82,38,43.737500000000075,-79.22750000000038
32,47,34,43.74250000000008,-79.40250000000022
24,43,29,43.70250000000006,-79.4225000000002
43,56,24,43.797500000000106,-79.35750000000026
16,39,16,43.66250000000004,-79.44250000000018
35,52,24,43.757500000000086,-79.37750000000024
36,17,16,43.76250000000009,-79.55250000000008
28,13,14,43.72250000000007,-79.57250000000006
5,29,16,43.60750000000001,-79.49250000000013
46,67,28,43.812500000000114,-79.30250000000031
17,40,16,43.66750000000004,-79.43750000000018
49,72,22,43.82750000000012,-79.27750000000033
28,49,21,43.72250000000007,-79.39250000000023
29,14,20,43.72750000000007,-79.56750000000007
21,10,34,43.68750000000005,-79.58750000000005
6,30,16,43.61250000000001,-79.48750000000014
42,69,29,43.7925000000001,-79.29250000000032
25,16,35,43.70750000000006,-79.55750000000008
20,50,47,43.68250000000005,-79.38750000000023
39,63,19,43.777500000000096,-79.32250000000029
12,46,17,43.64250000000003,-79.40750000000021
31,59,18,43.737500000000075,-79.34250000000027
32,24,30,43.74250000000008,-79.51750000000011
35,29,37,43.757500000000086,-79.49250000000013
13,47,15,43.64750000000003,-79.40250000000022
24,56,21,43.70250000000006,-79.35750000000026
16,52,62,43.66250000000004,-79.37750000000024
17,17,16,43.66750000000004,-79.55250000000008
36,30,12,43.76250000000009,-79.48750000000014
9,13,17,43.62750000000002,-79.57250000000006
28,26,22,43.72250000000007,-79.50750000000012
46,80,20,43.812500000000114,-79.23750000000037
38,76,36,43.77250000000009,-79.25750000000035
42,46,32,43.7925000000001,-79.40750000000021
21,23,18,43.68750000000005,-79.52250000000011
27,66,27,43.717500000000065,-79.3075000000003
19,62,29,43.677500000000045,-79.32750000000028
39,40,46,43.777500000000096,-79.43750000000018
11,58,19,43.637500000000024,-79.34750000000027
30,71,24,43.73250000000007,-79.28250000000033
10,13,22,43.63250000000002,-79.57250000000006
23,32,19,43.697500000000055,-79.47750000000015
41,86,26,43.7875000000001,-79.2075000000004
20,63,21,43.68250000000005,-79.32250000000029
12,59,23,43.64250000000003,-79.34250000000027
13,24,33,43.64750000000003,-79.51750000000011
32,37,31,43.74250000000008,-79.45250000000017
44,91,29,43.80250000000011,-79.18250000000042
23,68,21,43.697500000000055,-79.29750000000031
24,33,22,43.70250000000006,-79.47250000000015
43,46,23,43.797500000000106,-79.40750000000021
16,29,31,43.66250000000004,-79.49250000000013
35,42,31,43.757500000000086,-79.4275000000002
28,3,32,43.72250000000007,-79.62250000000002
34,83,45,43.75250000000008,-79.22250000000038
45,92,12,43.80750000000011,-79.17750000000042
5,19,24,43.60750000000001,-79.54250000000009
37,88,17,43.76750000000009,-79.1975000000004
38,53,34,43.77250000000009,-79.37250000000024
17,30,23,43.66750000000004,-79.48750000000014
9,26,20,43.62750000000002,-79.50750000000012
26,78,39,43.71250000000006,-79.24750000000036
27,43,16,43.717500000000065,-79.4225000000002
6,20,29,43.61250000000001,-79.5375000000001
19,39,19,43.677500000000045,-79.44250000000018
30,48,18,43.73250000000007,-79.39750000000022
42,59,20,43.7925000000001,-79.34250000000027
40,98,29,43.7825000000001,-79.14750000000045
20,40,18,43.68250000000005,-79.43750000000018
12,36,14,43.64250000000003,-79.45750000000017
32,14,26,43.74250000000008,-79.56750000000007
23,45,44,43.697500000000055,-79.41250000000021
24,10,24,43.70250000000006,-79.58750000000005
35,19,19,43.757500000000086,-79.54250000000009
41,99,22,43.7875000000001,-79.14250000000045
34,60,13,43.75250000000008,-79.33750000000028
13,37,29,43.64750000000003,-79.45250000000017
45,69,31,43.80750000000011,-79.29250000000032
37,65,25,43.76750000000009,-79.3125000000003
16,42,30,43.66250000000004,-79.4275000000002
28,16,29,43.72250000000007,-79.55750000000008
15,46,32,43.657500000000034,-79.40750000000021
26,55,16,43.71250000000006,-79.36250000000025
46,70,29,43.812500000000114,-79.28750000000032
18,51,33,43.67250000000004,-79.38250000000023
38,66,15,43.77250000000009,-79.3075000000003
49,75,23,43.82750000000012,-79.26250000000034
27,56,21,43.717500000000065,-79.35750000000026
19,52,28,43.677500000000045,-79.37750000000024
20,17,12,43.68250000000005,-79.55250000000008
11,48,21,43.637500000000024,-79.39750000000022
12,13,22,43.64250000000003,-79.57250000000006
30,61,15,43.73250000000007,-79.33250000000028
31,26,15,43.737500000000075,-79.50750000000012
39,30,18,43.777500000000096,-79.48750000000014
23,22,29,43.697500000000055,-79.5275000000001
41,76,35,43.7875000000001,-79.25750000000035
33,72,34,43.74750000000008,-79.27750000000033
12,49,70,43.64250000000003,-79.39250000000023
13,14,29,43.64750000000003,-79.56750000000007
25,68,35,43.70750000000006,-79.29750000000031
44,81,21,43.80250000000011,-79.23250000000037
32,27,25,43.74250000000008,-79.50250000000013
24,23,25,43.70250000000006,-79.52250000000011
16,19,20,43.66250000000004,-79.54250000000009
35,32,28,43.757500000000086,-79.47750000000015
22,62,34,43.69250000000005,-79.32750000000028
34,73,40,43.75250000000008,-79.27250000000033
45,82,30,43.80750000000011,-79.22750000000038
37,78,25,43.76750000000009,-79.24750000000036
38,43,24,43.77250000000009,-79.4225000000002
9,16,29,43.62750000000002,-79.55750000000008
15,59,18,43.657500000000034,-79.34250000000027
26,68,25,43.71250000000006,-79.29750000000031
18,64,23,43.67250000000004,-79.3175000000003
19,29,22,43.677500000000045,-79.49250000000013
11,25,24,43.637500000000024,-79.51250000000012
30,38,27,43.73250000000007,-79.44750000000018
42,49,30,43.7925000000001,-79.39250000000023
29,79,30,43.72750000000007,-79.24250000000036
48,92,23,43.82250000000012,-79.17750000000042
40,88,18,43.7825000000001,-79.1975000000004
41,53,24,43.7875000000001,-79.37250000000024
20,30,29,43.68250000000005,-79.48750000000014
12,26,15,43.64250000000003,-79.50750000000012
31,39,32,43.737500000000075,-79.44250000000018
44,58,24,43.80250000000011,-79.34750000000027
4,22,16,43.602500000000006,-79.5275000000001
23,35,20,43.697500000000055,-79.46250000000016
35,9,22,43.757500000000086,-79.59250000000004
41,89,20,43.7875000000001,-79.19250000000041
33,85,25,43.74750000000008,-79.21250000000039
34,50,27,43.75250000000008,-79.38750000000023
44,94,21,43.80250000000011,-79.16750000000043
37,55,29,43.76750000000009,-79.36250000000025
22,75,22,43.69250000000005,-79.26250000000034
15,36,21,43.657500000000034,-79.45750000000017
26,45,46,43.71250000000006,-79.41250000000021
27,10,22,43.717500000000065,-79.58750000000005
18,41,19,43.67250000000004,-79.43250000000019
38,56,21,43.77250000000009,-79.35750000000026
30,15,15,43.73250000000007,-79.56250000000007
48,69,18,43.82250000000012,-79.29250000000032
27,46,28,43.717500000000065,-79.40750000000021
40,65,34,43.7825000000001,-79.3125000000003
19,42,28,43.677500000000045,-79.4275000000002
11,38,23,43.637500000000024,-79.44750000000018
31,16,25,43.737500000000075,-79.55750000000008
23,12,19,43.697500000000055,-79.57750000000006
40,101,29,43.7825000000001,-79.13250000000046
41,66,25,43.7875000000001,-79.3075000000003
33,62,17,43.74750000000008,-79.32750000000028
34,27,35,43.75250000000008,-79.50250000000013
44,71,30,43.80250000000011,-79.28250000000033
37,32,20,43.76750000000009,-79.47750000000015
16,9,30,43.66250000000004,-79.59250000000004
22,52,26,43.69250000000005,-79.37750000000024
14,48,58,43.65250000000003,-79.39750000000022
34,63,27,43.75250000000008,-79.32250000000029
26,22,34,43.71250000000006,-79.5275000000001
38,33,23,43.77250000000009,-79.47250000000015
36,72,36,43.76250000000009,-79.27750000000033
15,49,68,43.657500000000034,-79.39250000000023
47,81,31,43.817500000000116,-79.23250000000037
27,23,31,43.717500000000065,-79.52250000000011
18,54,27,43.67250000000004,-79.36750000000025
19,19,23,43.677500000000045,-79.54250000000009
11,15,35,43.637500000000024,-79.56250000000007
30,28,17,43.73250000000007,-79.49750000000013
29,69,41,43.72750000000007,-79.29250000000032
48,82,38,43.82250000000012,-79.22750000000038
21,65,30,43.68750000000005,-79.3125000000003
40,78,35,43.7825000000001,-79.24750000000036
41,43,38,43.7875000000001,-79.4225000000002
33,39,42,43.74750000000008,-79.44250000000018
12,16,17,43.64250000000003,-79.55750000000008
44,48,17,43.80250000000011,-79.39750000000022
33,75,24,43.74750000000008,-79.26250000000034
34,40,29,43.75250000000008,-79.43750000000018
25,71,29,43.70750000000006,-79.28250000000033
37,45,48,43.76750000000009,-79.41250000000021
32,79,36,43.74250000000008,-79.24250000000036
43,88,32,43.797500000000106,-79.1975000000004
22,65,28,43.69250000000005,-79.3125000000003
35,84,15,43.757500000000086,-79.21750000000038
15,26,28,43.657500000000034,-79.50750000000012
7,22,27,43.617500000000014,-79.5275000000001
26,35,14,43.71250000000006,-79.46250000000016
18,31,26,43.67250000000004,-79.48250000000014
30,5,29,43.73250000000007,-79.61250000000003
36,85,37,43.76250000000009,-79.21250000000039
28,81,37,43.72250000000007,-79.23250000000037
29,46,27,43.72750000000007,-79.40750000000021
8,23,21,43.62250000000002,-79.52250000000011
40,55,13,43.7825000000001,-79.36250000000025
11,28,16,43.637500000000024,-79.49750000000013
31,6,29,43.737500000000075,-79.60750000000003
29,82,17,43.72750000000007,-79.22750000000038
41,56,17,43.7875000000001,-79.35750000000026
33,52,28,43.74750000000008,-79.37750000000024
34,17,29,43.75250000000008,-79.55250000000008
25,48,24,43.70750000000006,-79.39750000000022
44,61,21,43.80250000000011,-79.33250000000028
